cohort,state_id,state_kind,gene_symbol,gene_id,gene_type,recipient_class,transcript_id,transcript_type,tss_source,tss_rank,chrom,strand,gene_start,gene_end,tss_hg38,interval_start0,interval_end0,donor_id,donor_group,donor_length,donor_allele,motif_status,placement,replacement_start_hg38,replacement_end_hg38,placement_offset_start_bp,placement_offset_end_bp,sequence_sha256,rna_liver_all_mean,rna_liver_gene_strand_mean,rna_liver_primary,n_liver_tracks,upstream_distance_bp,upstream_distance_label,native_rna_liver_primary,native_rna_liver_all_mean,native_rna_liver_gene_strand_mean,delta_liver_primary_vs_native,delta_liver_all_vs_native,delta_liver_gene_strand_vs_native,scrambled_rna_liver_primary_same_distance,delta_liver_primary_vs_scrambled_same_distance,fold_change_vs_native,log2_fold_change_vs_native
middle500,NPAT__ENSG00000149308__ENST00000278612__tss108222638__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NPAT,ENSG00000149308.17,protein_coding,hpa_liver_middle500,ENST00000278612.9,protein_coding,protein_coding_transcript_tss,1,chr11,-,108157214,108222638,108222638,107698349,108746925,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,108222669.0,108222983.0,-345.0,-31.0,6cf8a41040d0dd237bc89a7b164483c2ee4108a1f5ff60c2f8c1bc08cb6e43b5,0.0550681343414327,0.0537085127236594,0.0537085127236594,5,30.0,30,0.0446231362522318,0.0553192041173737,0.0446231362522318,0.0090853764714276,-0.0002510697759409,0.0090853764714276,0.0537085127236594,0.0,1.2036023738912616,0.26735885724564656
middle500,NPAT__ENSG00000149308__ENST00000278612__tss108222638__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NPAT,ENSG00000149308.17,protein_coding,hpa_liver_middle500,ENST00000278612.9,protein_coding,protein_coding_transcript_tss,1,chr11,-,108157214,108222638,108222638,107698349,108746925,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,108222669.0,108222983.0,-345.0,-31.0,cbd39772fe9f477145b637119822897d496d677ea0a15206dcc9d73acaceddc2,0.0621667137476123,0.0639319493255545,0.0639319493255545,5,30.0,30,0.0446231362522318,0.0553192041173737,0.0446231362522318,0.0193088130733227,0.0068475096302385,0.0193088130733227,0.0537085127236594,0.010223436601895,1.4327085609621844,0.518745168974759
middle500,NPAT__ENSG00000149308__ENST00000278612__tss108222638__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NPAT,ENSG00000149308.17,protein_coding,hpa_liver_middle500,ENST00000278612.9,protein_coding,protein_coding_transcript_tss,1,chr11,-,108157214,108222638,108222638,107698349,108746925,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,108222669.0,108222983.0,-345.0,-31.0,fb8fcfb83a9456dc881f83fdc2c1bbb7a3ff2ad5cf1f9a13a224b4249463a672,0.0796507007269465,0.0877710144132273,0.0877710144132273,5,30.0,30,0.0446231362522318,0.0553192041173737,0.0446231362522318,0.0431478781609954,0.0243314966095727,0.0431478781609954,0.0537085127236594,0.0340625016895678,1.966939614398741,0.9759526671514013
middle500,NPHP3__ENSG00000113971__ENST00000337331__tss132722409__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NPHP3,ENSG00000113971.21,protein_coding,hpa_liver_middle500,ENST00000337331.10,protein_coding,protein_coding_transcript_tss,1,chr3,-,132680608,132722432,132722409,132198120,133246696,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,132722440.0,132722754.0,-345.0,-31.0,8654f451a50518f83d8326d13bb319a70091a17141a3bd32492f98d6467c9332,0.0370671682538065,0.0603709959897559,0.0603709959897559,5,30.0,30,0.0425937021790593,0.0258522127034066,0.0425937021790593,0.0177772938106966,0.0112149555503999,0.0177772938106966,0.0603709959897559,0.0,1.417369068693836,0.5032154704969625
middle500,NPHP3__ENSG00000113971__ENST00000337331__tss132722409__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NPHP3,ENSG00000113971.21,protein_coding,hpa_liver_middle500,ENST00000337331.10,protein_coding,protein_coding_transcript_tss,1,chr3,-,132680608,132722432,132722409,132198120,133246696,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,132722440.0,132722754.0,-345.0,-31.0,2ecd8730dffa079a7293e643ce1124a62f4556a2461c08a6a4e6083db1887b9d,0.0410810799110519,0.0665600426387403,0.0665600426387403,5,30.0,30,0.0425937021790593,0.0258522127034066,0.0425937021790593,0.0239663404596809,0.0152288672076453,0.0239663404596809,0.0603709959897559,0.0061890466489843,1.5626733351078312,0.6440162255064567
middle500,NPHP3__ENSG00000113971__ENST00000337331__tss132722409__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NPHP3,ENSG00000113971.21,protein_coding,hpa_liver_middle500,ENST00000337331.10,protein_coding,protein_coding_transcript_tss,1,chr3,-,132680608,132722432,132722409,132198120,133246696,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,132722440.0,132722754.0,-345.0,-31.0,23063f94324cfaeb56b94b9f999b32e679e6bf9782ea6d415916b119a4148545,0.0709170083998203,0.1148455730881782,0.1148455730881782,5,30.0,30,0.0425937021790593,0.0258522127034066,0.0425937021790593,0.0722518709091188,0.0450647956964137,0.0722518709091188,0.0603709959897559,0.0544745770984222,2.6963040828284868,1.4309832094463437
middle500,NQO1__ENSG00000181019__ENST00000561500__tss69726506__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NQO1,ENSG00000181019.13,protein_coding,hpa_liver_middle500,ENST00000561500.5,protein_coding,protein_coding_transcript_tss,1,chr16,-,69706995,69726668,69726506,69202217,70250793,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,69726537.0,69726851.0,-345.0,-31.0,8397257502014ab1f612c17d8af8b8041b34e626960aaa37c9e692dea17344e0,0.0190430414528436,0.0253455123936972,0.0253455123936972,5,30.0,30,0.0977995665226416,0.0595623534466066,0.0977995665226416,-0.0724540541289444,-0.040519311993763,-0.0724540541289444,0.0253455123936972,0.0,0.2591577171032701,-1.9480977404823165
middle500,NQO1__ENSG00000181019__ENST00000561500__tss69726506__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NQO1,ENSG00000181019.13,protein_coding,hpa_liver_middle500,ENST00000561500.5,protein_coding,protein_coding_transcript_tss,1,chr16,-,69706995,69726668,69726506,69202217,70250793,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,69726537.0,69726851.0,-345.0,-31.0,7adcdf523aba1c9805db6c332fed0219286d6512998e14628d0fc5af80a36dcf,0.0385297127192808,0.0621398529139477,0.0621398529139477,5,30.0,30,0.0977995665226416,0.0595623534466066,0.0977995665226416,-0.0356597136086939,-0.0210326407273257,-0.0356597136086939,0.0253455123936972,0.0367943405202505,0.635379635343902,-0.6543092441484976
middle500,NQO1__ENSG00000181019__ENST00000561500__tss69726506__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NQO1,ENSG00000181019.13,protein_coding,hpa_liver_middle500,ENST00000561500.5,protein_coding,protein_coding_transcript_tss,1,chr16,-,69706995,69726668,69726506,69202217,70250793,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,69726537.0,69726851.0,-345.0,-31.0,cbebda49b1f77965fe1eea239404db3a27db8c4551a6cc6cd6251cb23004e5e6,0.0737730964895368,0.1196567335881502,0.1196567335881502,5,30.0,30,0.0977995665226416,0.0595623534466066,0.0977995665226416,0.0218571670655085,0.0142107430429301,0.0218571670655085,0.0253455123936972,0.094311221194453,1.223489406371228,0.2910016098424273
middle500,NSMAF__ENSG00000035681__ENST00000038176__tss58659853__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NSMAF,ENSG00000035681.9,protein_coding,hpa_liver_middle500,ENST00000038176.8,protein_coding,protein_coding_transcript_tss,1,chr8,-,58583507,58659853,58659853,58135564,59184140,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,58659884.0,58660198.0,-345.0,-31.0,e3eec5c405fd65d90f9b6cd5921b7dd531470ad33464eafbcdabc9f86349e14d,0.0216689339468581,0.0304861345563413,0.0304861345563413,5,30.0,30,0.0270053158915113,0.0193911911777721,0.0270053158915113,0.00348081866483,0.0022777427690859,0.00348081866483,0.0304861345563413,0.0,1.128893832562949,0.1749098134474419
middle500,NSMAF__ENSG00000035681__ENST00000038176__tss58659853__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NSMAF,ENSG00000035681.9,protein_coding,hpa_liver_middle500,ENST00000038176.8,protein_coding,protein_coding_transcript_tss,1,chr8,-,58583507,58659853,58659853,58135564,59184140,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,58659884.0,58660198.0,-345.0,-31.0,cffe5c833b95f09942e6499c65dcd5dc782f20d7107e3f4f31712373f5e97857,0.0247606346556408,0.0372777283495836,0.0372777283495836,5,30.0,30,0.0270053158915113,0.0193911911777721,0.0270053158915113,0.0102724124580723,0.0053694434778686,0.0102724124580723,0.0304861345563413,0.0067915937932423,1.3803848286515052,0.46507052279397965
middle500,NSMAF__ENSG00000035681__ENST00000038176__tss58659853__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NSMAF,ENSG00000035681.9,protein_coding,hpa_liver_middle500,ENST00000038176.8,protein_coding,protein_coding_transcript_tss,1,chr8,-,58583507,58659853,58659853,58135564,59184140,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,58659884.0,58660198.0,-345.0,-31.0,9c33cffa52ffd22faf2f3871280e4c5257f943cf7aab3845f74e4573659f7314,0.0435730936519207,0.0667548103314344,0.0667548103314344,5,30.0,30,0.0270053158915113,0.0193911911777721,0.0270053158915113,0.0397494944399231,0.0241819024741485,0.0397494944399231,0.0304861345563413,0.0362686757750931,2.4719137002362466,1.3056283765697447
middle500,NT5C3B__ENSG00000141698__ENST00000435506__tss41836232__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NT5C3B,ENSG00000141698.17,protein_coding,hpa_liver_middle500,ENST00000435506.7,protein_coding,protein_coding_transcript_tss,1,chr17,-,41825056,41836260,41836232,41311943,42360519,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,41836263.0,41836577.0,-345.0,-31.0,88e363da953938c8686ef9c94b0b0bcde435fb8d9d958d4ab9bfcbf092d0b25e,0.0820149727321787,0.1308881573600639,0.1308881573600639,5,30.0,30,0.1089184019119239,0.0660446574140431,0.1089184019119239,0.02196975544814,0.0159703153181356,0.02196975544814,0.1308881573600639,0.0,1.2017083896062457,0.2650868495352832
middle500,NT5C3B__ENSG00000141698__ENST00000435506__tss41836232__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NT5C3B,ENSG00000141698.17,protein_coding,hpa_liver_middle500,ENST00000435506.7,protein_coding,protein_coding_transcript_tss,1,chr17,-,41825056,41836260,41836232,41311943,42360519,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,41836263.0,41836577.0,-345.0,-31.0,c95f3001dd9f5887ae5cf0f7fd19a660627e99139ea8064d1113234aa92376d1,0.193398979039148,0.3173811196879584,0.3173811196879584,5,30.0,30,0.1089184019119239,0.0660446574140431,0.1089184019119239,0.2084627177760345,0.1273543216251049,0.2084627177760345,0.1308881573600639,0.1864929623278945,2.9139347816047323,1.5429685880035364
middle500,NT5C3B__ENSG00000141698__ENST00000435506__tss41836232__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NT5C3B,ENSG00000141698.17,protein_coding,hpa_liver_middle500,ENST00000435506.7,protein_coding,protein_coding_transcript_tss,1,chr17,-,41825056,41836260,41836232,41311943,42360519,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,41836263.0,41836577.0,-345.0,-31.0,ae32aade8eea69b446f4a176bc1c9b2c3c538434a414588259b5e35b09a71eae,0.5643750922710297,0.9089447849773172,0.9089447849773172,5,30.0,30,0.1089184019119239,0.0660446574140431,0.1089184019119239,0.8000263830653933,0.4983304348569866,0.8000263830653933,0.1308881573600639,0.7780566276172534,8.345190243539646,3.0609449387769385
middle500,NUAK2__ENSG00000163545__ENST00000367157__tss205321745__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NUAK2,ENSG00000163545.11,protein_coding,hpa_liver_middle500,ENST00000367157.6,protein_coding,protein_coding_transcript_tss,1,chr1,-,205302062,205321745,205321745,204797456,205846032,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,205321776.0,205322090.0,-345.0,-31.0,16dd71b17660fb38f77807f48a7cfdb948abaf8ca949961dc039b1339a27f51a,0.006419225608787,0.0094460701407129,0.0094460701407129,5,30.0,30,0.0190062861872715,0.0115410803372122,0.0190062861872715,-0.0095602160465586,-0.0051218547284252,-0.0095602160465586,0.0094460701407129,0.0,0.49699715387001425,-1.0086905048892842
middle500,NUAK2__ENSG00000163545__ENST00000367157__tss205321745__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NUAK2,ENSG00000163545.11,protein_coding,hpa_liver_middle500,ENST00000367157.6,protein_coding,protein_coding_transcript_tss,1,chr1,-,205302062,205321745,205321745,204797456,205846032,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,205321776.0,205322090.0,-345.0,-31.0,e6919fc5c6bbae1c857ee1ecc02fe4eeeee8beccbaf4f44f62ef458c6e26adf8,0.0156221051408749,0.0247397976459974,0.0247397976459974,5,30.0,30,0.0190062861872715,0.0115410803372122,0.0190062861872715,0.0057335114587258,0.0040810248036627,0.0057335114587258,0.0094460701407129,0.0152937275052844,1.3016639548743418,0.3803570420429633
middle500,NUAK2__ENSG00000163545__ENST00000367157__tss205321745__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NUAK2,ENSG00000163545.11,protein_coding,hpa_liver_middle500,ENST00000367157.6,protein_coding,protein_coding_transcript_tss,1,chr1,-,205302062,205321745,205321745,204797456,205846032,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,205321776.0,205322090.0,-345.0,-31.0,d18d8f90cecb6516bc01489e24ffa6a85f9ff8d39d899e6f33da2a0f960f15ad,0.0456716609486071,0.0730200343241813,0.0730200343241813,5,30.0,30,0.0190062861872715,0.0115410803372122,0.0190062861872715,0.0540137481369098,0.0341305806113949,0.0540137481369098,0.0094460701407129,0.0635739641834684,3.8418886048913006,1.941815688836665
middle500,NUDT18__ENSG00000275074__ENST00000613958__tss22109419__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NUDT18,ENSG00000275074.2,protein_coding,hpa_liver_middle500,ENST00000613958.1,protein_coding,protein_coding_transcript_tss,1,chr8,-,22106873,22109419,22109419,21585130,22633706,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,22109450.0,22109764.0,-345.0,-31.0,cabc54aa5660702a4fe6eaf32f410f7ade33bea23a391c09e5c83d7252a7dda6,0.0436067969106013,0.0697263026201733,0.0697263026201733,5,30.0,30,0.0804855565542897,0.0492041810011825,0.0804855565542897,-0.0107592539341163,-0.0055973840905811,-0.0107592539341163,0.0697263026201733,0.0,0.8663206866581213,-0.20702692742907092
middle500,NUDT18__ENSG00000275074__ENST00000613958__tss22109419__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NUDT18,ENSG00000275074.2,protein_coding,hpa_liver_middle500,ENST00000613958.1,protein_coding,protein_coding_transcript_tss,1,chr8,-,22106873,22109419,22109419,21585130,22633706,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,22109450.0,22109764.0,-345.0,-31.0,908dd97f50fef6b0840ef15f1066d09d21374513eaba847404c54505eaafa5a4,0.0552440375361523,0.0905379806743367,0.0905379806743367,5,30.0,30,0.0804855565542897,0.0492041810011825,0.0804855565542897,0.010052424120047,0.0060398565349698,0.010052424120047,0.0697263026201733,0.0208116780541633,1.1248972430633113,0.1697932203811658
middle500,NUDT18__ENSG00000275074__ENST00000613958__tss22109419__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NUDT18,ENSG00000275074.2,protein_coding,hpa_liver_middle500,ENST00000613958.1,protein_coding,protein_coding_transcript_tss,1,chr8,-,22106873,22109419,22109419,21585130,22633706,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,22109450.0,22109764.0,-345.0,-31.0,b0a9be7759363ee31cf21646367f578f43d2fec9b26f2a0e6715808383ac3ff3,0.1991161511082018,0.3255070114616433,0.3255070114616433,5,30.0,30,0.0804855565542897,0.0492041810011825,0.0804855565542897,0.2450214549073536,0.1499119701070193,0.2450214549073536,0.0697263026201733,0.25578070884147,4.0442909932800175,2.0158868052178027
middle500,NUP155__ENSG00000113569__ENST00000231498__tss37371106__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NUP155,ENSG00000113569.16,protein_coding,hpa_liver_middle500,ENST00000231498.8,protein_coding,protein_coding_transcript_tss,1,chr5,-,37288136,37371106,37371106,36846817,37895393,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,37371137.0,37371451.0,-345.0,-31.0,a572327ea3c41a0e0a1f464ef4dfdfb2266db402fa18841a77285f605560d11f,0.0334351329227885,0.0524955137811168,0.0524955137811168,5,30.0,30,0.0493740112959375,0.0298063397001111,0.0493740112959375,0.0031215024851792,0.0036287932226773,0.0031215024851792,0.0524955137811168,0.0,1.0632215694704177,0.08844227783466195
middle500,NUP155__ENSG00000113569__ENST00000231498__tss37371106__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NUP155,ENSG00000113569.16,protein_coding,hpa_liver_middle500,ENST00000231498.8,protein_coding,protein_coding_transcript_tss,1,chr5,-,37288136,37371106,37371106,36846817,37895393,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,37371137.0,37371451.0,-345.0,-31.0,cc543c053137fbb7f13f50bdf075235329a00a86a69cc55049536f3e8c3ebe31,0.0348237588128758,0.0576416586979567,0.0576416586979567,5,30.0,30,0.0493740112959375,0.0298063397001111,0.0493740112959375,0.0082676474020191,0.0050174191127646,0.0082676474020191,0.0524955137811168,0.0051461449168399,1.1674493764029956,0.22335999233681564
middle500,NUP155__ENSG00000113569__ENST00000231498__tss37371106__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NUP155,ENSG00000113569.16,protein_coding,hpa_liver_middle500,ENST00000231498.8,protein_coding,protein_coding_transcript_tss,1,chr5,-,37288136,37371106,37371106,36846817,37895393,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,37371137.0,37371451.0,-345.0,-31.0,bcb62c452b6d278ab8dea697112823b82bb3f603622f875e276449605f3380d3,0.045836459083673,0.0759311357518811,0.0759311357518811,5,30.0,30,0.0493740112959375,0.0298063397001111,0.0493740112959375,0.0265571244559435,0.0160301193835619,0.0265571244559435,0.0524955137811168,0.0234356219707643,1.5378765824142937,0.620939728863294
middle500,NVL__ENSG00000143748__ENST00000469968__tss224330121__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,NVL,ENSG00000143748.18,protein_coding,hpa_liver_middle500,ENST00000469968.5,protein_coding,protein_coding_transcript_tss,1,chr1,-,224227333,224330189,224330121,223805832,224854408,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,224330152.0,224330466.0,-345.0,-31.0,48098a969db46ea8892d244a53fd02be879a7a4a0292e111b3118df0f45ec976,0.0095246645831814,0.0153614171291421,0.0153614171291421,5,30.0,30,0.0137300588438981,0.0083763652718973,0.0137300588438981,0.0016313582852439,0.001148299311284,0.0016313582852439,0.0153614171291421,0.0,1.1188165545240183,0.16197350586364945
middle500,NVL__ENSG00000143748__ENST00000469968__tss224330121__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,NVL,ENSG00000143748.18,protein_coding,hpa_liver_middle500,ENST00000469968.5,protein_coding,protein_coding_transcript_tss,1,chr1,-,224227333,224330189,224330121,223805832,224854408,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,224330152.0,224330466.0,-345.0,-31.0,6c51b60c1c08a22f5adad2304cdb111f876e0784d07a78b70c09097f20979ead,0.0055148275878812,0.0090513494654911,0.0090513494654911,5,30.0,30,0.0137300588438981,0.0083763652718973,0.0137300588438981,-0.004678709378407,-0.002861537684016,-0.004678709378407,0.0153614171291421,-0.0063100676636509,0.659236028657932,-0.6011330038441769
middle500,NVL__ENSG00000143748__ENST00000469968__tss224330121__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,NVL,ENSG00000143748.18,protein_coding,hpa_liver_middle500,ENST00000469968.5,protein_coding,protein_coding_transcript_tss,1,chr1,-,224227333,224330189,224330121,223805832,224854408,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,224330152.0,224330466.0,-345.0,-31.0,a6b0fbad9298769e9cae85ff04f2495bab0f6f201ed77757e6aded56450b303a,0.0239900151332391,0.0394421068889547,0.0394421068889547,5,30.0,30,0.0137300588438981,0.0083763652718973,0.0137300588438981,0.0257120480450566,0.0156136498613418,0.0257120480450566,0.0153614171291421,0.0240806897598125,2.8726830188702013,1.5223988100185537
middle500,OR4K17__ENSG00000176230__ENST00000641386__tss20110738__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,OR4K17,ENSG00000176230.7,protein_coding,hpa_liver_middle500,ENST00000641386.2,protein_coding,protein_coding_transcript_tss,1,chr14,+,20110738,20122199,20110738,19586449,20635025,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,20110393.0,20110707.0,-345.0,-31.0,42ba37e136ff01b5b6ab8b3ef700dc5a239a00d870226f7b4a4ae24b7cda679d,1.1821093799588726e-05,8.75991314879561e-06,8.75991314879561e-06,5,30.0,30,4.1563799498474104e-06,8.982473234717018e-06,4.1563799498474104e-06,4.603533198948199e-06,2.838620564871709e-06,4.603533198948199e-06,8.75991314879561e-06,0.0,2.107582380459997,1.0755890238403312
middle500,OR4K17__ENSG00000176230__ENST00000641386__tss20110738__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,OR4K17,ENSG00000176230.7,protein_coding,hpa_liver_middle500,ENST00000641386.2,protein_coding,protein_coding_transcript_tss,1,chr14,+,20110738,20122199,20110738,19586449,20635025,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,20110393.0,20110707.0,-345.0,-31.0,4fad45a15bc993b7d16445df9bc8ff977aef6cd530e32eb0ecd8e23d0f6774c6,9.656098553241863e-06,4.96216745929046e-06,4.96216745929046e-06,5,30.0,30,4.1563799498474104e-06,8.982473234717018e-06,4.1563799498474104e-06,8.057875094430494e-07,6.736253185248457e-07,8.057875094430494e-07,8.75991314879561e-06,-3.7977456895051494e-06,1.1938676249924243,0.25564288069464003
middle500,OR4K17__ENSG00000176230__ENST00000641386__tss20110738__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,OR4K17,ENSG00000176230.7,protein_coding,hpa_liver_middle500,ENST00000641386.2,protein_coding,protein_coding_transcript_tss,1,chr14,+,20110738,20122199,20110738,19586449,20635025,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,20110393.0,20110707.0,-345.0,-31.0,30f83a18bf4719df00e0f07f56c2bbfc0e26cc449b0c9f1860a7248cd6bbf580,1.9780132557356012e-05,1.2316732979844752e-05,1.2316732979844752e-05,5,30.0,30,4.1563799498474104e-06,8.982473234717018e-06,4.1563799498474104e-06,8.160353029997342e-06,1.0797659322638994e-05,8.160353029997342e-06,8.75991314879561e-06,3.5568198310491423e-06,2.96333182443942,1.5672201837306314
middle500,ORC2__ENSG00000115942__ENST00000234296__tss200963660__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,ORC2,ENSG00000115942.9,protein_coding,hpa_liver_middle500,ENST00000234296.7,protein_coding,protein_coding_transcript_tss,1,chr2,-,200908976,200963680,200963660,200439371,201487947,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,200963691.0,200964005.0,-345.0,-31.0,996105f1d93ca8bb453db91b758c1f821b4f5e4ca8ea05d2f74dd8b6649996bb,0.0490499964187336,0.0673950301858968,0.0673950301858968,5,30.0,30,0.0657370575942427,0.0428000749732905,0.0657370575942427,0.0016579725916541,0.0062499214454431,0.0016579725916541,0.0673950301858968,0.0,1.0252212778047936,0.03593532625568866
middle500,ORC2__ENSG00000115942__ENST00000234296__tss200963660__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,ORC2,ENSG00000115942.9,protein_coding,hpa_liver_middle500,ENST00000234296.7,protein_coding,protein_coding_transcript_tss,1,chr2,-,200908976,200963680,200963660,200439371,201487947,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,200963691.0,200964005.0,-345.0,-31.0,5ebbb45b785023892dc00dc5e9176a9aafda3af46c58bb0a852bb03cb8bc51ba,0.0836029853799348,0.1229915515607589,0.1229915515607589,5,30.0,30,0.0657370575942427,0.0428000749732905,0.0657370575942427,0.0572544939665162,0.0408029104066443,0.0572544939665162,0.0673950301858968,0.055596521374862,1.8709622252933116,0.9037804308757801
middle500,ORC2__ENSG00000115942__ENST00000234296__tss200963660__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,ORC2,ENSG00000115942.9,protein_coding,hpa_liver_middle500,ENST00000234296.7,protein_coding,protein_coding_transcript_tss,1,chr2,-,200908976,200963680,200963660,200439371,201487947,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,200963691.0,200964005.0,-345.0,-31.0,e45a34b252c03c3c68c83726407bb975288be40eb188ad99b1c371a7ab6152cc,0.1516313097471596,0.2295018909355506,0.2295018909355506,5,30.0,30,0.0657370575942427,0.0428000749732905,0.0657370575942427,0.1637648333413079,0.1088312347738691,0.1637648333413079,0.0673950301858968,0.1621068607496538,3.4912102752169814,1.8037272528737134
middle500,OSBPL6__ENSG00000079156__ENST00000392505__tss178194480__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,OSBPL6,ENSG00000079156.17,protein_coding,hpa_liver_middle500,ENST00000392505.6,protein_coding,protein_coding_transcript_tss,1,chr2,+,178194480,178402893,178194480,177670191,178718767,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,178194135.0,178194449.0,-345.0,-31.0,df72d2a8458829fbb7fe4c18cf876fac443ade3f078d55d2fcfbdb9588de005d,0.0028930703342385,0.0046333620070388,0.0046333620070388,5,30.0,30,0.0060381275028832,0.0036940999845844,0.0060381275028832,-0.0014047654958444,-0.0008010296503458,-0.0014047654958444,0.0046333620070388,0.0,0.7673508061607467,-0.3820418162417244
