promoter_id	gene_id	gene_name	strand	tss0	native_rna	primary_input_qc_pass	primary_distance_range	primary_analysis_eligible	high_delta_T_minus_G_rna	primary_mean_low_delta_T_minus_G_rna	primary_interaction_rna	high_delta_T_minus_G_atac_slot_mean	primary_mean_low_delta_T_minus_G_atac_slot_mean	primary_interaction_atac_slot_mean	high_delta_T_minus_G_atac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_atac_local_pm1kb_mean	primary_interaction_atac_local_pm1kb_mean	high_delta_T_minus_G_h3k27ac_slot_mean	primary_mean_low_delta_T_minus_G_h3k27ac_slot_mean	primary_interaction_h3k27ac_slot_mean	high_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_interaction_h3k27ac_local_pm1kb_mean	gene_id_base	gene_type	tss1	high_target_bin_start0	high_target_center0	high_signed_distance_bp	high_contact_oe	high_contact_oe_smooth3	high_selection_peak_center0	high_selection_peak_oe_mean3	high_selection_peak_percentile	high_native_replacement_gc	high_local_flank_gc	high_local_flank_cpg_density	model_interval_start0	model_interval_end0	model_input_ambiguous_fraction	model_min_required_edge_margin_bp	passes_primary_ambiguous_fraction	primary_distance_range_50_500kb	tss_bin_start0	contact_edge_cluster	n_low_controls	low1_target_bin_start0	low1_target_center0	low1_signed_distance_bp	low1_contact_oe	low1_contact_oe_smooth3	low1_native_replacement_gc	low1_local_flank_gc	low1_local_flank_cpg_density	low1_absolute_distance_mismatch_bp	low1_absolute_flank_gc_mismatch	low1_absolute_flank_cpg_mismatch	low2_target_bin_start0	low2_target_center0	low2_signed_distance_bp	low2_contact_oe	low2_contact_oe_smooth3	low2_native_replacement_gc	low2_local_flank_gc	low2_local_flank_cpg_density	low2_absolute_distance_mismatch_bp	low2_absolute_flank_gc_mismatch	low2_absolute_flank_cpg_mismatch	primary_mean_low_contact_oe	primary_mean_low_contact_oe_smooth3	primary_contact_oe_difference	primary_contact_oe_smooth3_difference
ENSG00000122176__FMOD__tss203351758	ENSG00000122176.12	FMOD	-	203351757	0.0004493551378184	True	True	True	0.0002664358047728	3.5755707520325366e-05	0.0002306800972525	0.6541222447849115	0.7860144835684747	-0.1318922387835631	0.2475248941245637	0.3080257668260346	-0.0605008727014709	359.99999999999994	510.5625	-150.56250000000006	832.1764705882351	738.40625	93.77022058823512	ENSG00000122176	protein_coding	203351758	203445000	203447500	95743	3.57262659072876	3.062854448954264	203447500	3.062854448954264	1.0	0.4063492063492063	0.4531483457844183	0.0057643040136635	202911919	203960495	0.0	437837	True	True	203350000	203350000__203445000	2	203500000	203502500	150743	1.5679529905319214	1.9280160665512085	0.5079365079365079	0.504162219850587	0.011528608027327	55000	0.0510138740661685	0.0057643040136635	203520000	203522500	170743	1.2337583303451538	1.4315700928370156	0.5968253968253968	0.4947705442902881	0.012596071733561	75000	0.0416221985058697	0.0068317677198975	1.4008556604385376	1.679793079694112	2.171770930290222	1.383061369260152
ENSG00000188783__PRELP__tss203475806	ENSG00000188783.6	PRELP	+	203475805	6.619924582313028e-05	True	True	True	1.6517732382419052e-05	1.895294194793702e-05	-2.4352095655179673e-06	0.8741385123786694	0.5855918791203525	0.2885466332583168	0.3551973206562439	0.1677205074375938	0.18747681321865	618.5	242.125	376.375	889.3823529411766	366.43359375	522.9487591911766	ENSG00000188783	protein_coding	203475806	203360000	203362500	-113305	2.455144166946411	2.007621129353841	203367500	2.1267969210942583	0.9850746268656716	0.5555555555555556	0.4723585912486659	0.0106746370623398	202895786	203944362	0.0	466556	True	True	203475000	203475000__203360000	2	203380000	203382500	-93305	1.328628420829773	1.455751299858093	0.5079365079365079	0.4463180362860192	0.0064047822374039	20000	0.0260405549626467	0.0042698548249359	203415000	203417500	-58305	1.0655553340911863	1.3947923183441162	0.3968253968253968	0.4085378868729989	0.0055508112724167	55000	0.063820704375667	0.0051238257899231	1.1970918774604795	1.4252718091011047	1.2580522894859314	0.7015251119931536
ENSG00000188770__OPTC__tss203494121	ENSG00000188770.11	OPTC	+	203494120	1.390381310159024e-05	True	True	True	1.6033901381962355e-06	5.940766884820177e-07	1.009313449714218e-06	0.7947106402017182	0.6774456241595862	0.117265016042132	0.2370368619357367	0.2363166345745415	0.0007202273611952	529.5	376.66666666666663	152.83333333333337	572.7352941176471	868.8823529411764	-296.1470588235293	ENSG00000188770	protein_coding	203494121	203695000	203697500	203380	4.464743137359619	3.251708507537842	203702500	3.698670943578085	1.0	0.3968253968253968	0.4729989327641409	0.0091801878736122	203098101	204146677	0.0	394019	True	True	203490000	203490000__203695000	2	203665000	203667500	173380	1.0686657428741455	1.2312853336334229	0.4539682539682539	0.4847385272145144	0.010461144321093	30000	0.0117395944503734	0.0012809564474807	203750000	203752500	258380	1.086580753326416	1.5507201353708902	0.4412698412698412	0.4729989327641409	0.014730999146029	55000	0.0	0.0055508112724167	1.0776232481002808	1.3910027345021565	3.3871198892593384	2.3076682090759277
ENSG00000058668__ATP2B4__tss203626832	ENSG00000058668.16	ATP2B4	+	203626831	0.0041494544225522	True	True	True	0.0014656380136073	0.0006042280231349	0.0008614099904723	0.8622670719075749	0.6912655359744335	0.1710015359331413	0.3296729758918391	0.2092850592157035	0.1203879166761355	482.33333333333337	432.65625	49.67708333333337	784.3529411764706	469.85569852941177	314.49724264705884	ENSG00000058668	protein_coding	203626832	203510000	203512500	-114331	1.897884488105774	1.845051606496175	203507500	1.788212537765503	0.953846153846154	0.4412698412698412	0.5212379935965848	0.0162254483347566	203021299	204069875	0.0	441043	True	True	203625000	203625000__203510000	2	203565000	203567500	-59331	0.7049581408500671	0.9295456210772196	0.492063492063492	0.4990394877267876	0.0130230572160546	55000	0.0221985058697972	0.0032023911187019	203460000	203462500	-164331	0.733045756816864	0.9235613147417704	0.4285714285714285	0.4678762006403415	0.0117421007685738	50000	0.0533617929562433	0.0044833475661827	0.7190019488334656	0.926553467909495	1.1788825392723083	0.8616590698560079
ENSG00000122188__LAX1__tss203765177	ENSG00000122188.13	LAX1	+	203765176	0.0001343734143281	True	True	True	9.361650746575137e-06	3.866989980046826e-06	5.494660766528311e-06	0.7059090527517364	0.7477418295413603	-0.0418327767896238	0.2893440785248971	0.2662588010761687	0.0230852774487283	493.0	360.5	132.5	943.5	703.7352941176471	239.76470588235293	ENSG00000122188	protein_coding	203765177	203505000	203507500	-257676	2.4169728755950928	1.9659056663513184	203507500	1.9659056663513184	0.987012987012987	0.5968253968253968	0.5109925293489861	0.0106746370623398	203085472	204134048	0.0	366871	True	True	203765000	203765000__203505000	2	203530000	203532500	-232676	0.6987156867980957	1.624451756477356	0.2984126984126984	0.4522945570971184	0.0102476515798462	25000	0.0586979722518676	0.0004269854824935	203450000	203452500	-312676	0.4466322064399719	0.6506765782833099	0.3809523809523809	0.4870864461045891	0.0123825789923142	55000	0.0239060832443969	0.0017079419299743	0.5726739466190338	1.137564167380333	1.844298928976059	0.8283414989709854
ENSG00000058673__ZC3H11A__tss203795623	ENSG00000058673.17	ZC3H11A	+	203795622	0.4895197290358012	True	True	True	0.000632130512017	0.0012641366090064	-0.0006320060969894	0.4790275592743124	0.5014573316354054	-0.022429772361093	0.1365370368531977	0.165551617051412	-0.0290145801982142	252.33333333333331	289.08333333333337	-36.75000000000006	505.0	632.0955882352941	-127.09558823529414	ENSG00000058673	protein_coding	203795623	203330000	203332500	-463122	2.6785435676574707	1.951340953509013	203332500	1.951340953509013	1.0	0.5079365079365079	0.4578441835645678	0.010461144321093	203040695	204089271	0.0	291648	True	True	203795000	203795000__203330000	2	203365000	203367500	-428122	0.2714027464389801	0.9368707040945689	0.4984126984126984	0.480042689434365	0.0087532023911187	35000	0.0221985058697972	0.0017079419299743	203385000	203387500	-408122	0.4756081700325012	0.8216097553571065	0.5111111111111111	0.4224119530416222	0.0121690862510674	55000	0.0354322305229455	0.0017079419299743	0.3735054582357406	0.8792402297258376	2.30503810942173	1.0721007237831754
ENSG00000257315__ZBED6__tss203795623	ENSG00000257315.4	ZBED6	+	203795622	0.4895197290358012	True	True	True	0.000632130512017	0.0012641366090064	-0.0006320060969894	0.4790275592743124	0.5014573316354054	-0.022429772361093	0.1365370368531977	0.165551617051412	-0.0290145801982142	252.33333333333331	289.08333333333337	-36.75000000000006	505.0	632.0955882352941	-127.09558823529414	ENSG00000257315	protein_coding	203795623	203330000	203332500	-463122	2.6785435676574707	1.951340953509013	203332500	1.951340953509013	1.0	0.5079365079365079	0.4578441835645678	0.010461144321093	203040695	204089271	0.0	291648	True	True	203795000	203795000__203330000	2	203365000	203367500	-428122	0.2714027464389801	0.9368707040945689	0.4984126984126984	0.480042689434365	0.0087532023911187	35000	0.0221985058697972	0.0017079419299743	203385000	203387500	-408122	0.4756081700325012	0.8216097553571065	0.5111111111111111	0.4224119530416222	0.0121690862510674	55000	0.0354322305229455	0.0017079419299743	0.3735054582357406	0.8792402297258376	2.30503810942173	1.0721007237831754
ENSG00000288644__ENSG00000288644__tss203802094	ENSG00000288644.1	ENSG00000288644	+	203802093	0.6917410496720708	True	True	True	0.0036304298762548	0.001980706631	0.0016497232452547	0.8160835649141864	0.8003371182228125	0.0157464466913739	0.3141112709269946	0.3048144028528163	0.0092968680741783	463.66666666666674	567.9375	-104.27083333333326	746.4411764705883	681.2113970588235	65.22977941176475	ENSG00000288644	protein_coding	203802094	203510000	203512500	-289593	2.488262891769409	1.664410670598348	203507500	1.849819739659627	1.0	0.4412698412698412	0.5212379935965848	0.0162254483347566	203111430	204160006	0.0	355912	True	True	203800000	203800000__203510000	2	203465000	203467500	-334593	0.244988277554512	0.6397174249092737	0.4158730158730159	0.5077908217716115	0.0140905209222886	45000	0.0134471718249733	0.0021349274124679	203555000	203557500	-244593	0.3103868067264557	1.0934638281663258	0.5079365079365079	0.503948772678762	0.0134500426985482	45000	0.0172892209178228	0.0027754056362083	0.2776875421404838	0.8665906265377998	2.2105753496289253	0.9832291131218271
ENSG00000182004__SNRPE__tss203861599	ENSG00000182004.13	SNRPE	+	203861598	0.3092588377050546	True	True	True	0.0011757254391961	0.0016262598616932	-0.000450534422497	0.5953956557646587	0.6400117056596274	-0.0446160498949687	0.1821448279449108	0.2151077044144931	-0.0329628764695822	448.5	321.0	127.5	756.4375	756.6911764705882	-0.2536764705881751	ENSG00000182004	protein_coding	203861599	204060000	204062500	200902	3.332110643386841	3.442874590555827	204057500	3.201404253641764	0.978021978021978	0.326984126984127	0.447598719316969	0.0108881298035866	203436840	204485416	0.0	422758	True	True	203860000	203860000__204060000	2	204010000	204012500	150902	2.184410572052002	2.37246839205424	0.3936507936507936	0.4548559231590181	0.0100341588385994	50000	0.007257203842049	0.0008539709649871	204025000	204027500	165902	1.237584948539734	2.025863687197367	0.419047619047619	0.4894343649946638	0.0145175064047822	35000	0.0418356456776947	0.0036293766011955	1.710997760295868	2.1991660396258035	1.621112883090973	1.0022382140159607
ENSG00000143842__SOX13__tss204073115	ENSG00000143842.15	SOX13	+	204073114	0.0253344867109233	True	True	True	0.0051053775644973	0.0062367242772517	-0.0011313467127543	0.6007316447739002	0.6474957909916403	-0.0467641462177401	0.1673507297921966	0.194068474941223	-0.0267177451490263	489.33333333333326	374.0	115.33333333333326	790.1764705882352	667.8529411764706	122.32352941176464	ENSG00000143842	protein_coding	204073115	203885000	203887500	-185614	4.4889326095581055	3.44429874420166	203887500	3.44429874420166	1.0	0.4063492063492063	0.4006403415154749	0.0083262169086251	203456941	204505517	0.0	430402	True	True	204070000	204070000__203885000	2	203930000	203932500	-140614	1.2493681907653809	1.7033769687016804	0.4095238095238095	0.439701173959445	0.0106746370623398	45000	0.0390608324439701	0.0023484201537147	203960000	203962500	-110614	1.583757400512695	1.8667360146840413	0.5142857142857142	0.3649946638207044	0.0036293766011955	75000	0.0356456776947705	0.0046968403074295	1.416562795639038	1.7850564916928608	3.0723698139190674	1.6592422525087993
ENSG00000143845__ETNK2__tss204152044	ENSG00000143845.15	ETNK2	-	204152043	0.0504940213086376	True	False	False	0.0001494561067613	1.4253848941610248e-06	0.0001480307218671	0.63647135446894	0.7390720143172768	-0.1026006598483367	0.1977315590031466	0.2897898150070041	-0.0920582560038574	558.0	386.125	171.875	720.90625	566.75	154.15625	ENSG00000143845	protein_coding	204152044	203530000	203532500	-619543	3.145698070526123	1.7315375804901123	203527500	2.1633622646331787	0.979381443298969	0.2984126984126984	0.4522945570971184	0.0102476515798462	203303905	204352481	0.0	198437	True	False	204150000	204150000__203530000	2	203500000	203502500	-649543	0.0	0.5548274914423624	0.5079365079365079	0.504162219850587	0.011528608027327	30000	0.0518676627534684	0.0012809564474807	203555000	203557500	-594543	0.0	0.7053668101628621	0.5079365079365079	0.503948772678762	0.0134500426985482	25000	0.0516542155816435	0.0032023911187019	0.0	0.6300971508026123	3.145698070526123	1.5332651138305664
ENSG00000143839__REN__tss204190324	ENSG00000143839.15	REN	-	204190323	0.0103635459822991	True	True	True	0.0001085897957117	0.0001286064896654	-2.00166939537047e-05	0.7616792192368487	0.580344696360084	0.1813345228767646	0.2131117715527118	0.1561042657251233	0.0570075058275885	513.3333333333333	444.875	68.45833333333326	728.7941176470588	576.5431985294118	152.25091911764696	ENSG00000143839	protein_coding	204190324	203880000	203882500	-307823	3.1327965259552	2.381087740262349	203887500	2.637040058771769	1.0	0.4	0.4110992529348986	0.0100341588385994	203513045	204561621	0.0	369297	True	True	204190000	204190000__203880000	2	203935000	203937500	-252823	1.363022804260254	1.7208456993103027	0.5238095238095238	0.4324439701173959	0.0098206660973526	55000	0.0213447171824973	0.0002134927412467	203915000	203917500	-272823	0.678464949131012	1.559882263342539	0.5015873015873016	0.4631803628601921	0.0241246797608881	35000	0.0520811099252934	0.0140905209222886	1.020743876695633	1.640363981326421	2.1120526492595673	0.996676077445348
ENSG00000170498__KISS1__tss204196491	ENSG00000170498.10	KISS1	-	204196490	0.1319599632301956	True	False	False	-0.0002335841820794	0.0001834833472011	-0.0004170675292805	0.6888521101972502	0.7196902567079559	-0.0308381465107057	0.2206095523487075	0.2521090160855525	-0.0314994637368449	439.5	425.0833333333333	14.416666666666686	631.9765625	833.8308823529412	-201.8543198529412	ENSG00000170498	protein_coding	204196491	203605000	203607500	-588990	3.2236480712890625	1.883918245633443	203602500	2.16051705678304	0.9797979797979798	0.4571428571428571	0.4845250800426894	0.0143040136635354	203378629	204427205	0.0	228714	True	False	204195000	204195000__203605000	2	203670000	203672500	-523990	0.0	1.0044146378835042	0.5047619047619047	0.4907150480256136	0.0121690862510674	65000	0.0061899679829242	0.0021349274124679	203640000	203642500	-553990	0.423456609249115	1.1338946620623271	0.4253968253968254	0.463820704375667	0.0081127241673783	35000	0.0207043756670224	0.0061912894961571	0.2117283046245575	1.0691546499729156	3.011919766664505	1.0913624068101244
ENSG00000174567__GOLT1A__tss204213988	ENSG00000174567.8	GOLT1A	-	204213987	0.0808576405132789	True	True	True	0.0003783093644491	0.0004684615014027	-9.015213695355571e-05	0.7723758616654705	0.5650583466026187	0.2073175150628518	0.2116161643765824	0.1545862184455987	0.0570299459309837	618.0	371.0	247.0	730.59375	639.2058823529412	91.38786764705878	ENSG00000174567	protein_coding	204213988	203880000	203882500	-331487	3.400285482406616	2.534266988436381	203887500	2.152668277422587	0.9897959183673468	0.4	0.4110992529348986	0.0100341588385994	203524877	204573453	0.0	357465	True	True	204210000	204210000__203880000	2	203940000	203942500	-271487	0.431526243686676	1.1331028938293457	0.3619047619047619	0.4019210245464247	0.0113151152860802	60000	0.0091782283884738	0.0012809564474807	203915000	203917500	-296487	0.6083199381828308	1.2534452080726624	0.5015873015873016	0.4631803628601921	0.0241246797608881	35000	0.0520811099252934	0.0140905209222886	0.5199230909347534	1.193274050951004	2.880362391471863	0.9593942264715828
ENSG00000143850__PLEKHA6__tss204378214	ENSG00000143850.17	PLEKHA6	-	204378213	0.0431543835339859	True	True	True	0.0004304529855243	0.0003053943986526	0.0001250585868717	0.7199145564321606	0.6083704857661996	0.111544070665961	0.222328940268303	0.1672291279251865	0.0550998123431165	667.0	486.5833333333333	180.41666666666669	763.0588235294117	594.7674632352941	168.29136029411757	ENSG00000143850	protein_coding	204378214	203925000	203927500	-450713	2.796708583831787	1.914273848136266	203922500	2.011097927888234	1.0	0.3523809523809524	0.4230522945570971	0.0102476515798462	203629490	204678066	0.0	297852	True	True	204375000	204375000__203925000	2	203975000	203977500	-400713	0.3284888565540313	1.0817305942376454	0.4095238095238095	0.4183564567769477	0.0085397096498719	50000	0.0046958377801494	0.0017079419299743	203960000	203962500	-415713	0.5669998526573181	0.8227153023084004	0.5142857142857142	0.3649946638207044	0.0036293766011955	35000	0.0580576307363927	0.0066182749786507	0.4477443546056747	0.9522229482730228	2.3489642292261124	1.0588749796152113
ENSG00000158615__PPP1R15B__tss204411887	ENSG00000158615.10	PPP1R15B	-	204411886	0.9403564646910856	True	False	False	0.001413313595442	0.0014512233611772	-3.790976573520011e-05	0.5682386338634792	0.6826456417507004	-0.1144070078872212	0.139485575999525	0.2280317962068372	-0.0885462202073122	404.6666666666667	318.6666666666667	86.0	578.9264705882352	688.2941176470589	-109.36764705882364	ENSG00000158615	protein_coding	204411887	203540000	203542500	-869386	4.071915626525879	2.057655096054077	203542500	2.057655096054077	1.0	0.4507936507936508	0.4224119530416222	0.012596071733561	203453827	204502403	0.0	88516	True	False	204410000	204410000__203540000	2	203595000	203597500	-814386	0.0	0.606177806854248	0.5111111111111111	0.4898612593383137	0.0140905209222886	55000	0.0674493062966915	0.0014944491887275	203615000	203617500	-794386	0.0	0.4490015109380086	0.4888888888888889	0.4740661686232657	0.0098206660973526	75000	0.0516542155816435	0.0027754056362083	0.0	0.5275896588961283	4.071915626525879	1.530065437157949
ENSG00000133056__PIK3C2B__tss204494805	ENSG00000133056.14	PIK3C2B	-	204494804	0.0107553445994199	True	False	False	-8.017990663732391e-06	2.5196272012920767e-06	-1.0537617865024468e-05	0.7561017319205262	0.8545334220900372	-0.098431690169511	0.2410360790555846	0.2733863486907983	-0.0323502696352137	637.5	444.5833333333333	192.91666666666669	863.078125	722.3235294117646	140.75459558823536	ENSG00000133056	protein_coding	204494805	203755000	203757500	-737304	2.053341865539551	1.2025311787923176	203752500	1.870783805847168	0.989010989010989	0.4888888888888889	0.4727854855923159	0.014730999146029	203577786	204626362	0.0	129557	True	False	204490000	204490000__203755000	2	203780000	203782500	-712304	0.0	0.8619789282480875	0.4984126984126984	0.4700106723585912	0.0196413321947053	25000	0.0027748132337246	0.0049103330486763	203705000	203707500	-787304	0.0	1.6256486574808755	0.4507936507936508	0.4595517609391675	0.0113151152860802	50000	0.0132337246531483	0.0034158838599487	0.0	1.2438137928644817	2.053341865539551	0.6269700129826865
ENSG00000198625__MDM4__tss204516379	ENSG00000198625.14	MDM4	+	204516378	0.0227730772528939	True	False	False	6.940320951890483e-06	5.335553809500404e-07	6.4067655709404425e-06	0.7332905086658207	0.8879342884758472	-0.1546437798100265	0.1924162000750074	0.2594924576070314	-0.0670762575320239	408.6666666666667	441.2916666666667	-32.625	653.3529411764706	586.859375	66.49356617647061	ENSG00000198625	protein_coding	204516379	203685000	203687500	-828878	2.6838278770446777	1.543109615643819	203682500	2.1126845677693686	0.9886363636363636	0.4063492063492063	0.4296691568836713	0.0078992314261315	203558573	204607149	0.0	88770	True	False	204515000	204515000__203685000	2	203645000	203647500	-868878	0.7002915143966675	1.1662248174349463	0.4793650793650794	0.4448239060832444	0.0096071733561058	40000	0.0151547491995731	0.0017079419299743	203735000	203737500	-778878	0.7146441340446472	1.0954742630322774	0.4285714285714285	0.4540021344717183	0.009393680614859	50000	0.0243329775880469	0.0014944491887275	0.7074678242206573	1.130849540233612	1.9763600528240204	0.9818350275357566
ENSG00000170382__LRRN2__tss204685738	ENSG00000170382.12	LRRN2	-	204685737	8.256365480887612e-05	True	False	False	-2.980597691516941e-07	1.1143390409569065e-07	-4.0949367324738474e-07	1.165347415947961	0.8699794336588912	0.2953679822890699	0.4750128353006599	0.280005772398131	0.1950070629025288	821.0	538.1458333333334	282.85416666666663	997.9375	762.7573529411765	235.1801470588235	ENSG00000170382	protein_coding	204685738	203690000	203692500	-993237	6.821439743041992	2.273813247680664	203697500	3.2330700556437173	1.0	0.4539682539682539	0.4811099252934898	0.0098206660973526	203665752	204714328	0.0	26590	True	False	204685000	204685000__203690000	2	203705000	203707500	-978237	0.0	0.9592568079630532	0.4507936507936508	0.4595517609391675	0.0113151152860802	15000	0.0215581643543222	0.0014944491887275	203750000	203752500	-933237	0.0	0.0	0.4412698412698412	0.4729989327641409	0.014730999146029	60000	0.0081109925293489	0.0049103330486763	0.0	0.4796284039815267	6.821439743041992	2.7534416516621905
ENSG00000163531__NFASC__tss204828651	ENSG00000163531.17	NFASC	+	204828650	2.4710698070553228e-05	True	True	True	5.0709885702194094e-08	1.6531000492115365e-07	-1.1460011921895955e-07	0.820848323397028	0.7941121225665224	0.0267362008305055	0.330675300069652	0.2974677508883728	0.0332075491812791	583.0	303.25	279.75	774.625	615.0735294117646	159.55147058823536	ENSG00000163531	protein_coding	204828651	204590000	204592500	-236150	3.316206216812134	2.2530633211135864	204587500	2.951194842656453	1.0	0.4634920634920635	0.4441835645677695	0.0087532023911187	204179709	205228285	0.0	397634	True	True	204825000	204825000__204590000	2	204640000	204642500	-186150	1.5520973205566406	1.8578500350316365	0.5777777777777777	0.4770544290288153	0.0068317677198975	50000	0.0328708644610458	0.0019214346712211	204575000	204577500	-251150	1.5797016620635986	2.383686065673828	0.4349206349206349	0.512273212379936	0.013663535439795	15000	0.0680896478121664	0.0049103330486763	1.5658994913101196	2.120768050352732	1.7503067255020142	0.830426792303721
ENSG00000184144__CNTN2__tss205042937	ENSG00000184144.12	CNTN2	+	205042936	5.640287090673111e-06	True	True	True	5.014134860725204e-07	3.7863878248025194e-07	1.2277470359226846e-07	0.6137720753274196	0.6632719181906266	-0.0494998428632069	0.145693336655864	0.2092907356647789	-0.0635973990089149	68.58333333333334	361.9166666666667	-293.33333333333337	143.61764705882354	577.3501838235294	-433.73253676470586	ENSG00000184144	protein_coding	205042937	204835000	204837500	-205436	2.74869966506958	1.7083086967468262	204842500	1.7026995023091631	0.9818181818181818	0.5047619047619047	0.4458911419423693	0.0078992314261315	204379352	205427928	0.0	382991	True	True	205040000	205040000__204835000	2	204890000	204892500	-150436	0.752846360206604	1.0277820030848186	0.4539682539682539	0.4514407684098185	0.0068317677198975	55000	0.0055496264674492	0.0010674637062339	204760000	204762500	-280436	0.8535729050636292	0.7318311134974161	0.546031746031746	0.4458911419423693	0.0083262169086251	75000	0.0	0.0004269854824935	0.8032096326351166	0.8798065582911174	1.9454900324344635	0.8228929440180459
ENSG00000174529__TMEM81__tss205084460	ENSG00000174529.7	TMEM81	-	205084459	0.1093390681768848	True	True	True	0.0006211126763393	0.0006371335785438	-1.6020902204490206e-05	0.6948937095916047	0.6508106703521214	0.0440830392394833	0.2188516234392432	0.2124037064382843	0.0064479170009588	319.0	295.0	24.0	636.8529411764706	556.1948529411765	80.65808823529414	ENSG00000174529	protein_coding	205084460	204900000	204902500	-181959	1.750349521636963	1.255030612150828	204897500	1.592646837234497	1.0	0.3396825396825397	0.4375667022411953	0.0083262169086251	204445113	205493689	0.0	407229	True	True	205080000	205080000__204900000	2	204850000	204852500	-231959	0.4775591790676117	0.8082404633363087	0.5047619047619047	0.4525080042689434	0.0051238257899231	50000	0.0149413020277481	0.0032023911187019	204880000	204882500	-201959	0.4214254021644592	1.0639467040697732	0.4825396825396825	0.4973319103521878	0.0119555935098206	20000	0.0597652081109925	0.0036293766011955	0.4494922906160354	0.936093583703041	1.3008572310209274	0.6565532535314561
ENSG00000117222__RBBP5__tss205122015	ENSG00000117222.14	RBBP5	-	205122014	0.0363624728598475	True	True	True	0.000110529438884	0.0001287431516126	-1.821371272862568e-05	0.6894531715176224	0.74423890786479	-0.0547857363471675	0.2605892100571018	0.2452567043433983	0.0153325057137034	460.0	295.25	164.75	546.8125	519.7867647058823	27.02573529411768	ENSG00000117222	protein_coding	205122015	204800000	204802500	-319514	1.706578016281128	1.325930694739024	204797500	1.495490630467733	0.9183673469387756	0.473015873015873	0.4909284951974386	0.0061912894961571	204423891	205472467	0.0	348452	True	True	205120000	205120000__204800000	2	204840000	204842500	-279514	0.2017501294612884	0.6327115595340729	0.4349206349206349	0.464034151547492	0.0066182749786507	40000	0.0268943436499466	0.0004269854824935	204770000	204772500	-349514	0.4603090286254883	0.705831895271937	0.4317460317460317	0.4382070437566702	0.0074722459436379	30000	0.0527214514407683	0.0012809564474807	0.3310295790433883	0.6692717274030049	1.3755484372377396	0.8262189030647278
ENSG00000133059__DSTYK__tss205211702	ENSG00000133059.18	DSTYK	-	205211701	0.0152569062560559	True	False	False	2.996364676997182e-05	1.0024183339403523e-05	1.9939463430568297e-05	0.6787185420731215	0.6342795022531174	0.0444390398200041	0.2604567989915072	0.1909397285794027	0.0695170704121045	373.3333333333333	278.0	95.33333333333331	787.4117647058823	530.8382352941176	256.57352941176475	ENSG00000133059	protein_coding	205211702	204570000	204572500	-639201	2.6952064037323	1.9514316717783609	204577500	2.0346712668736777	1.0	0.5555555555555556	0.4633938100320171	0.0089666951323654	204333734	205382310	0.0	168608	True	False	205210000	205210000__204570000	2	204645000	204647500	-564201	0.0	1.0844552516937256	0.4603174603174603	0.4813233724653148	0.0081127241673783	75000	0.0179295624332977	0.0008539709649871	204500000	204502500	-709201	0.0	1.183071215947469	0.4285714285714285	0.4085378868729989	0.0078992314261315	70000	0.0548559231590181	0.0010674637062339	0.0	1.1337632338205972	2.6952064037323	0.9009080330530804
ENSG00000133069__TMCC2__tss205227946	ENSG00000133069.17	TMCC2	+	205227945	0.0044979934106854	True	False	False	3.3687107612757373e-05	1.421874511995042e-05	1.946836249280695e-05	0.6887450660776628	0.8015926557804859	-0.112847589702823	0.2628939903858737	0.2321461449430105	0.0307478454428631	371.99999999999994	377.9583333333333	-5.958333333333371	823.0	505.96507352941177	317.03492647058823	ENSG00000133069	protein_coding	205227946	204570000	204572500	-655445	3.201104164123535	1.505111237366994	204577500	2.0777448813120523	0.98	0.5555555555555556	0.4633938100320171	0.0089666951323654	204376856	205425432	0.0	195486	True	False	205225000	205225000__204570000	2	204610000	204612500	-615445	0.0	0.997363527615865	0.4444444444444444	0.4644610458911419	0.0089666951323654	40000	0.0010672358591248	0.0	204645000	204647500	-580445	0.0	0.5096416473388672	0.4603174603174603	0.4813233724653148	0.0081127241673783	75000	0.0179295624332977	0.0008539709649871	0.0	0.7535025874773661	3.201104164123535	1.3242422938346865
ENSG00000163545__NUAK2__tss205321745	ENSG00000163545.11	NUAK2	-	205321744	0.0164274226954497	True	True	True	-7.145650940728124e-05	6.274393769405487e-05	-0.0001342004471013	0.9336219770490146	0.8048911551188673	0.1287308219301473	0.2534651152828913	0.2394542936451955	0.0140108216376957	1007.5	782.6666666666667	224.8333333333333	998.25	987.8520220588236	10.39797794117635	ENSG00000163545	protein_coding	205321745	205105000	205107500	-214244	2.085681676864624	1.527022878328959	205107500	1.527022878328959	1.0	0.3523809523809524	0.4027748132337246	0.009393680614859	204691256	205739832	0.0	416087	True	True	205320000	205320000__205105000	2	205165000	205167500	-154244	0.8849937915802002	0.9416254560152688	0.4222222222222222	0.4309498399146211	0.0123825789923142	60000	0.0281750266808964	0.0029888983774551	205180000	205182500	-139244	0.819232165813446	1.0718745390574136	0.4285714285714285	0.4437566702241195	0.0098206660973526	75000	0.0409818569903948	0.0004269854824935	0.8521129786968231	1.0067499975363412	1.233568698167801	0.5202728807926178
