promoter_id	gene_name	primary_input_qc_pass	primary_interaction_rna	interaction_log2_T_over_G_rna	contact_edge_cluster	high_signed_distance_bp	primary_contact_oe_difference	geometry_group	minimum_endpoint_or_replacement_edge_margin_bp	sort1_region_overlap	absolute_high_distance_bp	distance_stratum	within_distance_contact_quintile
ENSG00000143457__GOLPH3L__tss150697154	GOLPH3L	True	-5.281287849344396e-06	-0.0002767126547968	150695000__149950000	-744653	3.852970123291016	>500 kb	112540	False	744653		
ENSG00000143452__HORMAD1__tss150720895	HORMAD1	True	-2.784635682327265e-07	-0.0003861630950229	150720000__150385000	-333394	2.1821672320365906	clean ≤500 kb	355669	False	333394	300–500	2
ENSG00000163131__CTSS__tss150765957	CTSS	True	6.574530196879792e-05	0.008392820863901	150765000__150195000	-568456	3.5005578994750977	>500 kb	230638	False	568456		
ENSG00000143387__CTSK__tss150809577	CTSK	True	0.0007058642342181	0.0023319618490315	150805000__150650000	-157076	1.961912989616394	clean ≤500 kb	426328	False	157076	150–300	2
ENSG00000143437__ARNT__tss150876708	ARNT	True	-1.281951999878954e-05	-0.0016070401789334	150875000__150190000	-684207	2.5729931592941284	>500 kb	142763	False	684207		
ENSG00000283324__CTXND2__tss150887136	CTXND2	True	-4.2189075570795666e-08	-6.008019920080766e-05	150885000__150660000	-224635	3.1944665908813477	clean ≤500 kb	387549	False	224635	150–300	4
ENSG00000143379__SETDB1__tss150926263	SETDB1	True	0.0003214949914172	0.0039370817788142	150925000__150665000	-258762	2.199160873889923	clean ≤500 kb	355485	False	258762	150–300	3
ENSG00000143418__CERS2__tss150975003	CERS2	True	0.0005257477276048	0.0058527262710998	150975000__150530000	-442502	2.369929164648056	mixed	266115	False	442502	300–500	
ENSG00000143412__ANXA9__tss150982249	ANXA9	True	-0.0016829296716857	-0.0060581932652059	150980000__150370000	-609748	3.250251531600952	>500 kb	217492	False	609748		
ENSG00000143409__MINDY1__tss151008376	MINDY1	True	-0.00030147089432	-0.0040904676137887	151005000__150660000	-345875	2.8459505140781403	clean ≤500 kb	314429	False	345875	300–500	3
ENSG00000143363__PRUNE1__tss151008420	PRUNE1	True	-6.79523341210464e-05	-0.0011294459158462	151005000__150660000	-345919	2.8459505140781403	clean ≤500 kb	314407	False	345919	300–500	3
ENSG00000163141__BNIPL__tss151036321	BNIPL	True	0.0008225216722922	0.0028620630433638	151035000__150190000	-843820	4.241992473602295	>500 kb	72956	False	843820		
ENSG00000143443__C1orf56__tss151047751	C1orf56	True	-0.0001484764364176	-0.0035673867117481	151045000__150525000	-520250	0.673579752445221	mixed	229741	False	520250		
ENSG00000213190__MLLT11__tss151060397	MLLT11	True	-2.881180174418851e-05	-0.0007916562632181	151060000__150675000	-382896	2.0991301238536835	clean ≤500 kb	300918	False	382896	300–500	2
ENSG00000197622__CDC42SE1__tss151070325	CDC42SE1	True	-3.621403552253252e-05	-0.0025244632317536	151070000__150685000	-382824	1.2344017624855042	clean ≤500 kb	305954	False	382824	300–500	1
ENSG00000143458__GABPB2__tss151070578	GABPB2	True	-2.9992393818458266e-05	-0.002133685508567	151070000__150685000	-383077	1.2344017624855042	clean ≤500 kb	305828	False	383077	300–500	1
ENSG00000143434__SEMA6C__tss151146631	SEMA6C	True	1.4687800103500154e-05	0.0005000843015189	151145000__150425000	-719130	1.1739942133426666	>500 kb	155301	False	719130		
ENSG00000163154__TNFAIP8L2__tss151156649	TNFAIP8L2	True	7.714002894345382e-06	0.0024675795890651	151155000__150655000	-499148	2.8576334714889526	mixed	252792	False	499148	300–500	
ENSG00000163156__SCNM1__tss151156664	SCNM1	True	-5.7603072298709375e-06	-0.0019739530941975	151155000__150655000	-499163	2.8576334714889526	mixed	252785	False	499163	300–500	
ENSG00000163155__LYSMD1__tss151165948	LYSMD1	True	0.000105344185499	0.0009878723797516	151165000__150685000	-478447	1.6922730207443235	mixed	260643	False	478447	300–500	
ENSG00000163157__TMOD4__tss151176284	TMOD4	True	-0.0004229969474996	-0.0014553957690698	151175000__150380000	-793783	4.51609468460083	>500 kb	125475	False	793783		
ENSG00000163159__VPS72__tss151195321	VPS72	True	-1.1879600982392336e-06	-0.00083354541649	151195000__150390000	-802820	2.1150126457214355	>500 kb	120956	False	802820		
ENSG00000143398__PIP5K1A__tss151197949	PIP5K1A	True	0.0001692929625819	0.0013076671488597	151195000__150390000	-805448	2.1150126457214355	>500 kb	119642	False	805448		
ENSG00000159352__PSMD4__tss151254709	PSMD4	True	0.0002229932509719	0.003413806401974	151250000__150395000	-857208	3.249867677688598	>500 kb	86262	False	857208		
ENSG00000143373__ZNF687__tss151281618	ZNF687	True	6.7256270937839785e-06	0.0003040463520068	151280000__150410000	-869117	2.257449150085449	>500 kb	70308	False	869117		
ENSG00000143393__PI4KB__tss151327715	PI4KB	True	9.116818870017612e-05	0.0017234633954754	151325000__150440000	-885214	1.9579527378082275	>500 kb	69759	False	885214		
ENSG00000143390__RFX5__tss151347326	RFX5	True	3.935969490997948e-05	0.0007945566166103	151345000__151495000	150175	0.454164445400238	clean ≤500 kb	447279	False	150175	150–300	1
ENSG00000143416__SELENBP1__tss151372707	SELENBP1	True	0.0001904710849432	0.0046388103617442	151370000__150395000	-975206	3.456217050552368	>500 kb	27263	False	975206		
ENSG00000159377__PSMB4__tss151399560	PSMB4	True	-0.0068676451586779	-0.002651435097541	151395000__152265000	867941	4.307388782501221	>500 kb	73396	False	867941		
ENSG00000143442__POGZ__tss151459494	POGZ	True	6.50791596255168e-05	0.0027270871155354	151455000__151960000	503007	2.9096158742904663	>500 kb	238363	False	503007		
ENSG00000143375__CGN__tss151510510	CGN	True	7.144287346286249e-06	0.0006242365525961	151510000__150675000	-833009	2.856268882751465	>500 kb	88362	False	833009		
ENSG00000143367__TUFT1__tss151540305	TUFT1	True	0.0002781107536328	0.0029980340766258	151540000__151970000	432196	1.7491474896669388	clean ≤500 kb	278769	False	432196	300–500	1
ENSG00000143376__SNX27__tss151612006	SNX27	True	4.083813107839951e-05	0.0022623758379517	151610000__150670000	-939505	3.345724105834961	>500 kb	37614	False	939505		
ENSG00000178796__RIIAD1__tss151710433	RIIAD1	True	-3.4888974604066138e-06	-0.0035511832086157	151710000__151470000	-237932	1.082397162914276	clean ≤500 kb	390900	False	237932	150–300	1
ENSG00000143450__OAZ3__tss151762899	OAZ3	True	-0.0001995879531373	-0.0022556054406949	151760000__152430000	669602	5.721015453338623	>500 kb	160066	False	669602		
ENSG00000143436__MRPL9__tss151763496	MRPL9	True	0.0004468098249294	0.0016418134897052	151760000__152430000	669005	5.721015453338623	>500 kb	160364	False	669005		
ENSG00000159445__THEM4__tss151909637	THEM4	True	0.000697169425904	0.0650664863347143	151905000__151960000	52864	0.2754204273223877	clean ≤500 kb	463435	False	52864	50–150	1
ENSG00000163191__S100A11__tss152047907	S100A11	True	6.1806032809178955e-06	0.0048643835011941	152045000__152455000	409594	3.788809895515442	clean ≤500 kb	300070	False	409594	300–500	4
ENSG00000182898__TCHHL1__tss152089064	TCHHL1	True	2.515722811385229e-08	3.609126278980145e-05	152085000__152430000	343437	4.102384597063065	clean ≤500 kb	315648	False	343437	300–500	4
ENSG00000159450__TCHH__tss152115444	TCHH	True	-2.637528045983884e-07	-0.0003741966271	152115000__152460000	347057	4.1209893226623535	clean ≤500 kb	338838	False	347057	300–500	4
ENSG00000215853__RPTN__tss152159228	RPTN	True	4.628061974179197e-07	0.0006613511854364	152155000__152450000	293273	3.461002394556999	clean ≤500 kb	340730	False	293273	150–300	4
ENSG00000197915__HRNR__tss152224193	HRNR	True	1.4783959857648383e-05	0.0184754486820598	152220000__152425000	203308	1.854415625333786	clean ≤500 kb	383213	False	203308	150–300	2
ENSG00000143631__FLG__tss152325239	FLG	True	1.6792495547600853e-08	2.344356341416629e-05	152325000__153280000	957262	3.0362915992736816	>500 kb	43736	False	957262		
ENSG00000143520__FLG2__tss152360006	FLG2	True	-3.945128359834809e-08	-5.571455212902875e-05	152360000__153235000	877495	4.49070930480957	>500 kb	61119	False	877495		
ENSG00000143536__CRNN__tss152414263	CRNN	True	-2.4737673957096962e-08	-3.544301564509483e-05	152410000__152925000	513238	2.1969719231128693	mixed	250748	False	513238		
ENSG00000186207__LCE5A__tss152510803	LCE5A	True	4.385065575679052e-07	0.0006157320755587	152510000__152270000	-238302	3.4828455597162247	clean ≤500 kb	395715	False	238302	150–300	4
ENSG00000169509__CRCT1__tss152514482	CRCT1	True	1.163513326802786e-06	0.0015498569402016	152510000__152270000	-241981	3.4828455597162247	clean ≤500 kb	393876	False	241981	150–300	4
ENSG00000185966__LCE3E__tss152566780	LCE3E	True	-1.1932845207246554e-07	-0.0001667231981438	152565000__153235000	670721	5.454554557800293	>500 kb	167006	False	670721		
ENSG00000163202__LCE3D__tss152580516	LCE3D	True	8.829841018979936e-08	0.0001237224533305	152580000__153190000	611985	3.1986143589019775	>500 kb	216374	False	611985		
ENSG00000244057__LCE3C__tss152600234	LCE3C	True	1.3630310903561608e-08	1.953467278147244e-05	152600000__152270000	-327733	7.527318000793457	clean ≤500 kb	341000	False	327733	300–500	5
ENSG00000187238__LCE3B__tss152613811	LCE3B	True	-9.033891531366692e-09	-1.2971619294512666e-05	152610000__152265000	-346310	7.012637615203857	clean ≤500 kb	334211	False	346310	300–500	5
ENSG00000187223__LCE2D__tss152663380	LCE2D	True	1.859088386186757e-07	0.000261882282936	152660000__153190000	529121	3.5275668799877167	mixed	257806	False	529121		
ENSG00000187180__LCE2C__tss152675279	LCE2C	True	-1.3785219029626289e-07	-0.0001929914285029	152675000__153470000	797222	3.299917221069336	>500 kb	103756	False	797222		
ENSG00000159455__LCE2B__tss152686123	LCE2B	True	-7.41453190341647e-08	-0.0001056494622816	152685000__153245000	561378	3.7849507331848145	>500 kb	219178	False	561378		
ENSG00000187173__LCE2A__tss152698345	LCE2A	True	4.8752967710496344e-08	6.979921955352129e-05	152695000__152055000	-640844	5.033203601837158	>500 kb	176944	False	640844		
ENSG00000187170__LCE4A__tss152708160	LCE4A	True	-8.698396113459345e-09	-1.2396641382341033e-05	152705000__153285000	579341	3.6523343920707703	>500 kb	232696	False	579341		
ENSG00000198854__KPLCE__tss152719522	KPLCE	True	6.788092744749576e-08	9.610709371065376e-05	152715000__153270000	552979	3.4734061658382416	>500 kb	220877	False	552979		
ENSG00000203786__KPRP__tss152758025	KPRP	True	9.200272914527904e-09	1.3162129198141572e-05	152755000__152290000	-465524	3.7692171335220337	mixed	262104	False	465524	300–500	
ENSG00000186226__LCE1E__tss152786214	LCE1E	True	-2.05288386579293e-07	-0.0002884836243239	152785000__153240000	456287	5.375319957733154	mixed	269223	False	456287	300–500	
ENSG00000172155__LCE1D__tss152796721	LCE1D	True	-1.5023987456917043e-08	-2.1596306191765452e-05	152795000__152285000	-509220	5.924106121063232	>500 kb	242756	False	509220		
ENSG00000197084__LCE1C__tss152806651	LCE1C	True	6.915300464257306e-08	9.734728632120289e-05	152805000__151975000	-829150	3.6165661811828618	>500 kb	80291	False	829150		
ENSG00000196734__LCE1B__tss152811971	LCE1B	True	2.0813711159743377e-08	2.979841696519478e-05	152810000__153125000	315530	1.556810885667801	clean ≤500 kb	337102	False	315530	300–500	1
ENSG00000186844__LCE1A__tss152827473	LCE1A	True	-4.325794726597438e-09	-6.211846280649764e-06	152825000__152280000	-544972	2.4885683357715607	>500 kb	212380	False	544972		
ENSG00000235942__LCE6A__tss152842856	LCE6A	True	2.070914739873995e-06	0.0028341035153989	152840000__152555000	-285355	2.1792533546686172	clean ≤500 kb	347189	False	285355	150–300	2
ENSG00000285946__LCE7A__tss152859996	LCE7A	True	4.540513733829048e-08	6.498424985664929e-05	152855000__153240000	382505	2.322967439889908	clean ≤500 kb	306114	False	382505	300–500	2
ENSG00000163206__SMCP__tss152878322	SMCP	True	1.60549402774312e-09	2.3114196981895784e-06	152875000__152135000	-740821	4.440516948699951	>500 kb	131956	False	740821		
ENSG00000163207__IVL__tss152908546	IVL	True	-6.55931040196531e-08	-9.156625854630422e-05	152905000__152285000	-621045	3.363588571548462	>500 kb	184344	False	621045		
ENSG00000283227__SPRR5__tss152947206	SPRR5	True	6.922012554856242e-09	9.844815043296318e-06	152945000__152135000	-809705	3.6743900775909424	>500 kb	97514	False	809705		
ENSG00000184148__SPRR4__tss152970648	SPRR4	True	9.437197249680384e-07	0.0013419930199153	152970000__153185000	216853	2.6261084377765656	clean ≤500 kb	388940	False	216853	150–300	3
ENSG00000169474__SPRR1A__tss152984081	SPRR1A	True	3.220529252751528e-07	0.000440414663877	152980000__152260000	-721580	4.912622928619385	>500 kb	134076	False	721580		
ENSG00000163209__SPRR3__tss153001747	SPRR3	True	5.439134106868066e-07	0.0004407088014019	153000000__152425000	-574246	3.682074546813965	>500 kb	212743	False	574246		
ENSG00000169469__SPRR1B__tss153031203	SPRR1B	True	6.768137356541683e-08	8.77976151001064e-05	153030000__152540000	-488702	3.103797912597656	mixed	253015	False	488702	300–500	
ENSG00000163216__SPRR2D__tss153041931	SPRR2D	True	9.54175285152256e-07	0.0012370710390476	153040000__152430000	-609430	4.735398203134537	>500 kb	217651	False	609430		
ENSG00000241794__SPRR2A__tss153057512	SPRR2A	True	7.98436177199761e-08	0.000108151765703	153055000__152135000	-920011	3.0626237988471985	>500 kb	44861	False	920011		
ENSG00000196805__SPRR2B__tss153071611	SPRR2B	True	-1.3199356958514776e-07	-0.0001868326774093	153070000__152525000	-544110	3.604865789413452	>500 kb	227811	False	544110		
ENSG00000203785__SPRR2E__tss153106184	SPRR2E	True	2.952243291362334e-09	4.256637731577949e-06	153105000__152285000	-818683	4.293665409088135	>500 kb	103025	False	818683		
ENSG00000244094__SPRR2F__tss153113516	SPRR2F	True	1.1513728468723436e-07	0.000161122040011	153110000__152460000	-651015	3.99806809425354	>500 kb	181859	False	651015		
ENSG00000159516__SPRR2G__tss153150890	SPRR2G	True	1.2687634852671028e-07	0.0001771046077164	153150000__152265000	-883389	9.9076327085495	>500 kb	65672	False	883389		
ENSG00000203784__LELP1__tss153203430	LELP1	True	5.155405439178413e-09	7.388600490150325e-06	153200000__152280000	-920929	5.87584114074707	>500 kb	54402	False	920929		
ENSG00000203783__PRR9__tss153217584	PRR9	True	-1.2218553750110636e-06	-0.0015539125726508	153215000__152270000	-945083	7.888008415699005	>500 kb	49825	False	945083		
ENSG00000203782__LORICRIN__tss153259687	LORICRIN	True	-5.2438863696421784e-08	-7.410121443320061e-05	153255000__152460000	-797186	3.90824294090271	>500 kb	108773	False	797186		
ENSG00000159527__PGLYRP3__tss153312952	PGLYRP3	True	2.5648614393942076e-10	3.667159374341094e-07	153310000__152550000	-760451	3.237928003072738	>500 kb	109641	False	760451		
ENSG00000163218__PGLYRP4__tss153348841	PGLYRP4	True	-1.9463986167059455e-08	-2.765850285326273e-05	153345000__152470000	-876340	3.242204427719116	>500 kb	76696	False	876340		
ENSG00000163220__S100A9__tss153357854	S100A9	True	0.0144767866267485	0.1847396315416576	153355000__153490000	134647	5.622349917888641	clean ≤500 kb	442543	False	134647	50–150	5
ENSG00000163221__S100A12__tss153375621	S100A12	True	8.2652168249892e-06	0.005922570154526	153375000__152500000	-873120	3.820033311843872	>500 kb	63306	False	873120		
ENSG00000143546__S100A8__tss153391073	S100A8	True	-0.0002617615662728	-0.0098868701413512	153390000__152530000	-858572	3.0987024307250977	>500 kb	63080	False	858572		
ENSG00000184330__S100A7A__tss153416520	S100A7A	True	-3.314683575247983e-08	-4.700143808996092e-05	153415000__152450000	-964019	4.448690414428711	>500 kb	30357	False	964019		
ENSG00000143556__S100A7__tss153460651	S100A7	True	-3.642479171457345e-07	-0.0004890394610212	153460000__152460000	-998150	5.318098068237305	>500 kb	23291	False	998150		
ENSG00000196420__S100A5__tss153541765	S100A5	True	-9.162222098620976e-05	-0.0088246375350211	153540000__154130000	590736	1.9842132031917572	>500 kb	219499	False	590736		
ENSG00000196154__S100A4__tss153550136	S100A4	True	-2.4998941829102155e-06	-0.0016358236757678	153550000__152885000	-662635	2.2221872806549072	>500 kb	181049	False	662635		
ENSG00000188643__S100A16__tss153613145	S100A16	True	0.0061797910465136	0.0812850770903611	153610000__153510000	-100644	2.06503663957119	clean ≤500 kb	439544	False	100644	50–150	3
ENSG00000189334__S100A14__tss153616986	S100A14	True	0.0107364072150552	0.064088394963933	153615000__153510000	-104485	2.2769606858491898	clean ≤500 kb	437624	False	104485	50–150	4
ENSG00000160678__S100A1__tss153627926	S100A1	True	0.0071419869820906	0.0441500401614952	153625000__153510000	-115425	4.392515450716019	clean ≤500 kb	432154	False	115425	50–150	5
ENSG00000189171__S100A13__tss153631360	S100A13	True	0.0042766713106879	0.0341765476793694	153630000__153510000	-118859	2.8282380402088165	clean ≤500 kb	442937	False	118859	50–150	4
ENSG00000160679__CHTOP__tss153633982	CHTOP	True	0.0006574406632679	0.0040232028246031	153630000__153510000	-121481	2.8282380402088165	clean ≤500 kb	441626	False	121481	50–150	4
ENSG00000143553__SNAPIN__tss153658703	SNAPIN	True	-0.0002050262540061	-0.0013862305927518	153655000__153510000	-146202	3.4162623584270477	clean ≤500 kb	416765	False	146202	50–150	5
ENSG00000143621__ILF2__tss153671028	ILF2	True	0.0009636036666206	0.0035286897702287	153670000__153510000	-158527	3.0363035202026367	clean ≤500 kb	410603	False	158527	150–300	4
ENSG00000169418__NPR1__tss153678688	NPR1	True	1.620979821160759e-08	1.93272238126381e-06	153675000__154140000	463813	2.0371158123016357	clean ≤500 kb	290460	False	463813	300–500	2
ENSG00000143624__INTS3__tss153728050	INTS3	True	0.0004731162860451	0.0029776285963813	153725000__154685000	959451	4.883987903594971	>500 kb	42641	False	959451		
ENSG00000143554__SLC27A3__tss153774354	SLC27A3	True	0.0014212857104734	0.0030781146678506	153770000__153510000	-261853	3.2518075704574585	clean ≤500 kb	358940	False	261853	150–300	4
ENSG00000143614__GATAD2B__tss153923360	GATAD2B	True	-7.567094905235571e-06	-0.0008093074489294	153920000__154385000	464141	1.6149415969848633	mixed	252796	False	464141	300–500	
ENSG00000198837__DENND4B__tss153946718	DENND4B	True	0.0003846627239941	0.0023358401838127	153945000__154795000	850783	2.222362756729126	>500 kb	84475	False	850783		
ENSG00000160741__CRTC2__tss153958615	CRTC2	True	-0.002484823816629	-0.0019174753940408	153955000__154920000	963886	2.647432327270508	>500 kb	40424	False	963886		
ENSG00000143578__CREB3L4__tss153967534	CREB3L4	True	-4.128568382807951e-05	-0.0003442446126928	153965000__154140000	174967	1.2786514684557917	clean ≤500 kb	434883	False	174967	150–300	1
ENSG00000143570__SLC39A1__tss153968184	SLC39A1	True	-7.847014798786217e-05	-0.0017879198125755	153965000__154140000	174317	1.2786514684557917	clean ≤500 kb	435208	False	174317	150–300	1
ENSG00000285779__ENSG00000285779__tss153975887	ENSG00000285779	True	0.0023605062555769	0.0015130560114311	153975000__154755000	781614	1.4989488124847412	>500 kb	111560	False	781614		
ENSG00000143543__JTB__tss153977674	JTB	True	-0.0005597995140549	-0.0005662521066792	153975000__154755000	779827	1.4989488124847412	>500 kb	112453	False	779827		
ENSG00000285641__ENSG00000285641__tss153986246	ENSG00000285641	True	0.0001910318540802	0.0016806224988792	153985000__153510000	-473745	3.2810283452272415	mixed	252994	False	473745	300–500	
ENSG00000143545__RAB13__tss153986358	RAB13	True	0.0007457088586286	0.005983458616379	153985000__153510000	-473857	3.2810283452272415	mixed	252938	False	473857	300–500	
ENSG00000177954__RPS27__tss153990762	RPS27	True	-0.0079871086017475	-0.0030503438238613	153990000__153520000	-468261	2.7604099959135056	mixed	268236	False	468261	300–500	
ENSG00000143552__NUP210L__tss154155116	NUP210L	True	0.0022094174542942	0.0024364860689782	154155000__154830000	677385	3.1421429216861725	>500 kb	158674	False	677385		
ENSG00000143549__TPM3__tss154194648	TPM3	True	-6.394558813909412e-07	-0.0008735591205554	154190000__154790000	597853	1.8574375808238983	>500 kb	213440	False	597853		
ENSG00000163263__CFAP141__tss154206333	CFAP141	True	0.0031043146189515	0.0021664260349492	154205000__155095000	891168	3.019754409790039	>500 kb	44283	False	891168		
ENSG00000143569__UBAP2L__tss154220179	UBAP2L	True	0.0003934300160199	0.0024099225864058	154220000__154920000	702322	4.65330696105957	>500 kb	171206	False	702322		
ENSG00000143612__C1orf43__tss154220637	C1orf43	True	-0.0007975901558743	-0.0018855429106771	154220000__154920000	701864	4.65330696105957	>500 kb	171435	False	701864		
ENSG00000143575__HAX1__tss154272355	HAX1	True	0.0011309323624293	0.0015154056292664	154270000__154395000	125146	1.2472975850105286	clean ≤500 kb	427294	False	125146	50–150	1
ENSG00000143595__AQP10__tss154321090	AQP10	True	-3.413891211308468e-05	-0.0086991921845966	154320000__154840000	521411	3.6880076825618744	mixed	261661	False	521411		
ENSG00000143515__ATP8B2__tss154325525	ATP8B2	True	-1.0388082021029789e-06	-0.0002135555761643	154325000__154735000	411976	1.7725708186626434	clean ≤500 kb	316379	False	411976	300–500	1
ENSG00000160712__IL6R__tss154405193	IL6R	True	2.367470866887489e-05	0.0019873096880734	154405000__154900000	497308	2.2122224271297455	mixed	266213	False	497308	300–500	
ENSG00000163239__TDRD10__tss154502219	TDRD10	True	2.9402774295649936e-07	0.000323818229518	154500000__154900000	400282	4.594067692756653	clean ≤500 kb	322226	False	400282	300–500	4
ENSG00000169291__SHE__tss154502412	SHE	True	3.642211001226789e-07	0.0003079746532465	154500000__154900000	400089	4.594067692756653	clean ≤500 kb	322322	False	400089	300–500	4
ENSG00000160714__UBE2Q1__tss154559028	UBE2Q1	True	-8.226015659361374e-05	-0.0019815825322746	154555000__154755000	198473	3.0910346508026123	clean ≤500 kb	405630	False	198473	150–300	4
ENSG00000160716__CHRNB2__tss154567778	CHRNB2	True	1.4508849609338602e-06	0.0013528100113942	154565000__154895000	329723	2.761068642139435	clean ≤500 kb	342505	False	329723	300–500	3
ENSG00000160710__ADAR__tss154628013	ADAR	True	-3.477000652678773e-05	-0.0018265415947415	154625000__154895000	269488	2.5682733058929443	clean ≤500 kb	387623	False	269488	150–300	3
ENSG00000163344__PMVK__tss154936719	PMVK	True	0.0005519395469278	0.0078795306649146	154935000__154760000	-174218	1.3987941443920135	clean ≤500 kb	415257	False	174218	150–300	1
ENSG00000163346__PBXIP1__tss154956123	PBXIP1	True	-0.0012518641134901	-0.0043509477729167	154955000__154640000	-313622	1.668630987405777	clean ≤500 kb	365555	False	313622	300–500	1
ENSG00000163348__PYGO2__tss154963853	PYGO2	True	0.00363545766187	0.0019246304917595	154960000__154690000	-271352	1.084266945719719	clean ≤500 kb	364190	False	271352	150–300	1
ENSG00000160688__FLAD1__tss154983338	FLAD1	True	8.67082170274841e-05	0.0007851863668405	154980000__154905000	-75837	2.422721490263939	clean ≤500 kb	446948	False	75837	50–150	4
ENSG00000163352__LENEP__tss154993586	LENEP	True	0.000171479672916	0.0014955320372619	154990000__154905000	-86085	3.0121929347515106	clean ≤500 kb	441824	False	86085	50–150	4
ENSG00000160685__ZBTB7B__tss155002630	ZBTB7B	True	0.0003849742740906	0.0138812203298521	155000000__154905000	-95129	2.9685750901699066	clean ≤500 kb	437302	False	95129	50–150	4
ENSG00000163354__DCST2__tss155033781	DCST2	True	-1.1829995000639916e-05	-0.0045388323738239	155030000__154885000	-146280	1.6551226675510406	clean ≤500 kb	414226	False	146280	50–150	2
ENSG00000163357__DCST1__tss155033824	DCST1	True	2.2212651583223327e-06	0.001567848448457	155030000__154885000	-146323	1.6551226675510406	clean ≤500 kb	414205	False	146323	50–150	2
ENSG00000143537__ADAM15__tss155050566	ADAM15	True	0.0001228612934605	0.0124462661875959	155050000__154900000	-148065	1.819042444229126	clean ≤500 kb	413334	False	148065	50–150	2
ENSG00000243364__EFNA4__tss155063737	EFNA4	True	0.0010131901724581	0.0146512414100972	155060000__154905000	-156236	1.881076693534851	clean ≤500 kb	409248	False	156236	150–300	2
ENSG00000251246__EFNA4-EFNA3__tss155063748	EFNA4-EFNA3	True	0.0004372465246013	0.0060069407247241	155060000__154905000	-156247	1.881076693534851	clean ≤500 kb	409243	False	156247	150–300	2
ENSG00000143590__EFNA3__tss155078837	EFNA3	True	1.0282490850935114e-05	0.0091894743940366	155075000__154910000	-166336	2.600271850824356	clean ≤500 kb	404198	False	166336	150–300	3
ENSG00000169242__EFNA1__tss155127876	EFNA1	True	-0.0002767672034629	-0.0010536689850567	155125000__155865000	739625	2.2012016475200653	>500 kb	152554	False	739625		
ENSG00000169241__SLC50A1__tss155135344	SLC50A1	True	0.0015077267568686	0.0009375599603111	155135000__154680000	-452843	2.1606159657239914	clean ≤500 kb	280945	False	452843	300–500	2
ENSG00000179085__DPM3__tss155140595	DPM3	True	1.1571743165628146e-05	5.001842893148341e-05	155140000__154755000	-383094	1.5191660374403	clean ≤500 kb	323319	False	383094	300–500	1
ENSG00000163463__KRTCAP2__tss155173475	KRTCAP2	True	-0.0015472883311576	-0.0045835424668613	155170000__155485000	314026	1.6194835975766182	clean ≤500 kb	357854	False	314026	300–500	1
ENSG00000163462__TRIM46__tss155173787	TRIM46	True	-0.0004535380685408	-0.0041743867405751	155170000__155485000	313714	1.6194835975766182	clean ≤500 kb	358010	False	313714	300–500	1
ENSG00000273088__ENSG00000273088__tss155187272	ENSG00000273088	True	-8.185014735755548e-05	-0.0091697845785073	155185000__155530000	345229	2.2169467210769653	clean ≤500 kb	349752	False	345229	300–500	2
ENSG00000185499__MUC1__tss155192916	MUC1	True	-8.7622949444012e-06	-0.0022323387260295	155190000__154395000	-795415	7.068835258483887	>500 kb	107159	False	795415		
ENSG00000173171__MTX1__tss155208695	MTX1	True	0.0001242093957285	0.0017252316802787	155205000__155500000	293806	1.6036155074834824	clean ≤500 kb	375464	False	293806	150–300	1
ENSG00000169231__THBS3__tss155209051	THBS3	True	-9.120163158368028e-05	-0.0022902602010847	155205000__155500000	293450	1.6036155074834824	clean ≤500 kb	375642	False	293450	150–300	1
ENSG00000177628__GBA1__tss155244699	GBA1	True	4.122646061974731e-05	0.0028464009671693	155240000__155510000	267802	2.247109830379486	clean ≤500 kb	370966	False	267802	150–300	3
ENSG00000160767__ENTREP3__tss155255483	ENTREP3	True	-0.0003851874911725	-0.000869420342807	155255000__155540000	287018	2.6552740931510925	clean ≤500 kb	378858	False	287018	150–300	3
ENSG00000116521__SCAMP3__tss155262433	SCAMP3	True	-0.0005248601383183	-0.0010648277317255	155260000__155540000	280068	1.3909640908241272	clean ≤500 kb	382333	False	280068	150–300	1
ENSG00000143630__HCN3__tss155277463	HCN3	True	-0.0001140526116222	-0.0072994986746472	155275000__155545000	270038	1.125171184539795	clean ≤500 kb	387348	False	270038	150–300	1
ENSG00000176444__CLK2__tss155278491	CLK2	True	-9.691880516817832e-05	-0.0161015805260727	155275000__155545000	269010	1.125171184539795	clean ≤500 kb	387862	False	269010	150–300	1
ENSG00000143627__PKLR__tss155301438	PKLR	True	-0.001072678041192	-0.0058115572691558	155300000__155500000	201063	1.91792843490839	clean ≤500 kb	421835	False	201063	150–300	2
ENSG00000160752__FDPS__tss155308748	FDPS	True	0.0001959028685379	0.0003738044550034	155305000__155490000	183753	1.3230157271027565	clean ≤500 kb	430490	False	183753	150–300	1
ENSG00000160753__RUSC1__tss155320894	RUSC1	True	0.0003391254110097	0.0004115683219929	155320000__155540000	221607	2.906518429517746	clean ≤500 kb	411563	False	221607	150–300	3
ENSG00000116539__ASH1L__tss155563162	ASH1L	True	5.883825987099134e-05	0.0012499118314882	155560000__154680000	-880661	3.2868804931640625	>500 kb	82036	False	880661		
ENSG00000125459__MSTO1__tss155563235	MSTO1	True	-0.0019506784013973	-0.028157499629405	155560000__155440000	-120734	1.297525942325592	clean ≤500 kb	461999	False	120734	50–150	2
